EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBMA;MARABÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;;;;;;204450;189175;22673;15918;4710;1175;1;0;0;0;174;19297;3,01667;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;11293;93;7547;1333;0;24310492;18678622;2707882;1515871;497835;140590;85;12482738;2204782;0;14698;1637199;208,05;61990
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;566;1;0;0;0;1172402;1002386;116650;81405;27461;8855;5;0;0;0;662;65868;13,4333;3517
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;14531;277;2430;123;0;18123648;12671032;1977519;1000517;510776;136032;156;2118960;107256;0;20784;2267887;274,85;55213
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;161;0;0;0;0;0;0;0;0;3109;0;1;0;0;0;171;17798;0,583333;2081
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3089;46;0;53;0;3523590;3238676;360824;281289;99572;20398;31;0;142128;0;5355;548388;38,8167;34328
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1833;101;0;163;0;;;;;;;;;;;;;;24034
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCA;CASCAVEL;PR;SUL;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2939;34;0;40;0;1638787;1290221;166587;103981;49109;23267;53;0;17560;0;3733;379532;68,1;16497
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCA;CASCAVEL;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;67;0;0;0;0;112860;45828;12941;3716;2871;684;1;0;0;0;165;18920;1,3;409
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCA;CASCAVEL;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6731;123;11192;346;0;5242860;4604004;567376;383994;154302;39672;58;7655328;236664;0;7665;829540;75,6833;45419
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;KFLL;FORT LAUDERDALE/HOLLYWOOD, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;610;3;0;272;0;;;;;;;;;;;;;;9889
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;KMCO;ORLANDO, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;3925;109;114889;0;0;38602818;26222925;3757381;3139992;1254432;146982;22;767573404;0;0;5778;562400;199,9;60726
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4164;44;15373;10;0;5987280;4991016;536507;419515;136826;36360;30;18632076;2424;0;4940;442674;57,0167;22666
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBAX;ARAXÁ;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;232;15;0;0;0;262190;180550;22404;15524;9778;3768;12;0;0;0;835;71371;13,7833;2136
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12814;168;90166;173;0;32966252;24841561;3665131;2256862;694104;194091;93;188176442;348529;0;15796;1756192;285,533;108198
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBH;BELO HORIZONTE;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2720;75;3;0;0;0;0;0;1,75;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;6063;1182;2;0;0;0;0;0;2,68333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;13072;285;37583;610;0;9578337;7725552;912870;635677;321860;70920;120;22211553;360510;0;16207;1544717;161,15;57717
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;772;1;435;0;0;0;0;0;0;6609;0;10;0;0;0;1176;115628;9,88333;5528
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;85;3;0;2;0;;;;;;;;;;;;;;1122
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCJ;PARAUAPEBAS;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1017;0;0;0;0;1993866;1771234;187425;152738;44706;11459;7;0;0;0;1218;114496;19,1333;11383
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCJ;PARAUAPEBAS;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3151;17;0;0;0;8019663;6710063;796227;584123;186165;50747;31;0;9822;0;4899;486403;78,4333;39433
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;3395;846;1;0;0;0;0;0;1,61667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9352;207;16245;477;0;9129186;7809426;988331;654531;260848;67680;80;13743270;403542;0;10791;1168287;130,867;66397
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCX;CAXIAS DO SUL;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;56;0;0;0;0;152220;72240;14459;10608;5697;1290;1;0;0;0;118;11209;2,08333;4024
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6328;63;27399;70;0;12735040;8606080;1143840;750771;313141;74800;55;37262640;95200;0;9364;841077;124,783;50058
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4574;58;59692;55;0;13543026;11613386;1364571;1156725;305558;78709;31;151557988;139645;0;5334;537451;112,917;52847
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;627;23;5;0;0;860880;793782;87859;63828;23777;6330;5;6330;0;0;680;69401;11,5667;3390
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5490;118;8995;7;0;6705814;5539410;609935;465892;181877;49441;49;9075955;7063;0;6646;604517;90,8333;41015
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;52;0;0;0;0;219244;96616;21777;10144;6715;1858;1;0;0;0;118;11721;2,78333;1560
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6505;81;23900;29;0;12952118;11796442;1368285;1009889;284830;78036;42;44406200;53882;0;6971;736438;113,667;45041
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;16059;333;23740;1154;0;6980446;5813358;674360;479844;285663;53576;148;8593880;417748;0;19283;1863062;147,867;97578
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2346;647;1;0;0;0;0;0;1,31667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12296;256;32445;526;0;10346824;7960041;953189;674559;351907;78287;121;20991915;340322;0;15992;1473344;167,817;87450
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;5461;992;2;0;0;0;0;0;2,68333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;16092;521;23438;1196;0;9832208;7981632;941878;706374;362688;72912;147;11625248;593216;0;19823;1899098;183,6;193943
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGV;GOVERNADOR VALADARES;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3492;86;4578;565;0;1141728;782208;111693;70570;43764;16352;73;1025472;126560;0;5097;498783;64,5667;48716
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;89;0;309;0;0;130326;66661;11023;5356;2994;749;1;231441;0;0;174;14717;1,38333;168
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3783;59;21351;536;0;3346532;2928590;316959;257270;94684;27713;37;15991899;401464;0;4468;423204;57,6667;27896
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBIP;SANTANA DO PARAÍSO;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5595;123;8737;1233;0;1091688;872820;107197;75753;47341;15600;100;1362972;192348;0;6998;687489;72,5667;57545
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBIZ;IMPERATRIZ;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;124;0;1384;0;0;270816;199888;30018;18808;5875;1612;1;2231008;0;0;168;18622;2,45;984
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBIZ;IMPERATRIZ;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3204;31;13288;76;0;5946668;5164848;567928;451963;142268;43524;27;21420256;122512;0;3689;352320;67,1333;26795
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1687;37;5984;0;0;3689800;3205300;335506;270468;81083;26600;14;11369600;0;0;1942;176585;38,5167;9846
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4070;109;9263;0;0;8385165;6898650;721214;574328;188005;50850;30;15700785;0;0;4947;425502;75,3167;24330
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;;;;;;246960;229320;28087;19505;6953;1470;1;0;0;0;168;19107;3,56667;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKG;CAMPINA GRANDE;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1948;32;6595;120;0;5281242;3169396;573860;280316;115901;39048;24;10730065;195240;0;3246;352716;58,3667;19602
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;5575;998;2;0;0;0;0;0;2,45;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;106;0;0;0;0;67864;52894;6234;4174;2225;499;1;0;0;0;136;12494;1,2;416
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;27906;1332;37844;12141;0;18177572;13925094;1784708;1187346;659418;132235;265;18884156;6058359;0;36428;3576853;319,616;248928
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMA;MARABÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3540;30;16822;12;0;8828612;5950740;769988;525166;200101;52111;31;28277782;20172;0;5252;458062;78;30100
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMK;MONTES CLAROS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1635;650;2;0;0;0;0;0;2,2;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMK;MONTES CLAROS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7753;138;8638;449;0;3211650;2519725;306228;209403;120000;44200;136;2807350;145925;0;9882;942438;155,85;54406
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8042;181;10926;156;0;14472634;11475934;1593159;938227;325658;92755;65;15591402;222612;0;10142;1116463;141;43429
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBNF;NAVEGANTES;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;;;;;;127432;113377;14246;9664;4450;937;1;0;0;0;136;15204;2,21667;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7408;239;30701;350;0;12004668;10089696;1284561;873884;299314;76272;56;41814762;476700;0;8814;943166;130,75;55338
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2798;27;9425;110;0;3714120;3189720;334992;273045;100379;27360;24;10744500;125400;0;3258;293864;46,85;20250
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2943;627;1;0;0;0;0;0;1,21667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12787;227;10294;824;0;9803145;8036886;919568;649798;281507;72732;116;6454338;516648;0;15635;1466704;151,017;64246
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6653;69;0;230;0;12884256;10720864;1299797;969654;296248;76384;31;0;571648;0;5229;527522;109,8;96872
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRB;RIO BRANCO;AC;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2177;35;0;0;0;14603544;12724432;1396434;1144647;343727;86428;31;0;0;0;5238;500878;125,117;37484
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;7503;3216;2;0;0;0;0;0;6,15;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;74;0;0;0;0;218688;118992;22103;9775;4611;1608;1;0;0;0;136;13746;2,36667;529
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;24697;480;37609;2328;0;54583560;39699912;6079874;3276949;1125890;321600;200;60475272;3703224;0;33945;3781078;473,167;148785
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;13839;424;10899;554;0;6283500;5189625;591978;419923;335299;53250;142;4087125;207750;0;16756;1578769;147,983;71141
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3144;54;2104;145;0;1748136;1355064;161490;111146;59855;24998;58;906824;62495;0;4056;374749;83,0667;20058
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7626;109;20138;322;0;15800400;13726800;1423349;1144774;352381;93600;52;36248400;579600;0;8778;790760;136,183;43910
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;5;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;65;0;0;0;0;;;;;;;;;;;;;;773
