EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;4;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7101;218;162013;0;10158;52970262;47697417;8765685;5449225;0;194793;29;1088241326;0;68231286;7886;1305000;238,9;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;4;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;13383;562;544529;26;3414;104901318;87979842;19426170;11520334;0;387866;59;3579733638;170924;22443636;15957;2955000;487,837;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;4;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;0;0;0;1588875;1555425;250875;173298;0;5575;1;32368450;0;942175;285;45000;7,017;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;4;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;7755;237;330584;0;3551;54810720;52090335;9067950;6932502;0;201510;30;2220532704;0;23852067;8160;1350000;254,416;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;279;6;7841;0;369;;;;;;;;;;;;;;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;7879;246;281185;0;2728;65787120;62654400;10387440;7930203;0;230832;28;2270224480;0;21096396;7980;1260000;291,035;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KIAH;HOUSTON, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;2252925;2205495;355725;263394;0;7905;1;61983104;0;2916945;285;45000;9,617;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;8148;144;336105;0;11915;65527200;62446272;10346400;8287376;0;229920;30;2575908720;0;91316560;8550;1350000;282,701;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;15227;476;864573;0;29238;106104360;100102298;19722000;14885088;0;394440;60;5683702936;0;192210612;16140;3000000;501,5;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;768645;752463;121365;83836;0;2697;1;15658782;0;455793;285;45000;5,333;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;5;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;1;0;1;0;2289968;0;378855;0;0;8419;1;0;8419;0;272;45000;10,533;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;5;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;2399415;2281549;378855;266301;0;8419;1;60961980;0;0;285;45000;11,133;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;5;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;8194;282;270113;0;1065;70486200;65317212;11129400;8054431;0;247320;30;2167116760;0;8779860;8550;1350000;300,517;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;5;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;8066;215;233762;0;4791;67711440;61817824;10691280;7391859;0;237584;31;1791551968;0;36718224;8835;1395000;293,617;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;5;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7983;158;232062;0;11042;56852688;53621811;9437385;6458876;0;208227;31;1558760462;0;74169114;8464;1405000;251,801;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;5;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;15618;408;526086;0;3650;107642676;101140990;20017830;12536790;0;401014;61;3410137590;0;23995100;16374;3045000;499,055;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;5;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;TJSJ;SAN JUAN;;;PORTO RICO;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;0;0;0;0;0;393588;391906;75690;47642;0;1682;1;12371110;0;0;234;45000;4,317;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;5;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;7798;235;424396;0;3940;56872839;52379166;9437385;7591242;0;208227;31;2850667955;0;26464980;8467;1405000;263,033;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;5;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KTUL;TULSA, OKLAHOMA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;1;0;1;0;2333216;0;386010;0;0;8578;1;0;8578;0;272;45000;11,067;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;5;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;96045;91327;15165;10659;0;337;1;2440217;0;0;285;45000;1,183;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;7686;269;325981;0;3625;72835740;63363384;11500380;8419959;0;255564;31;2687387396;0;29884500;8835;1395000;321,001;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;7864;184;413844;0;13447;67711440;60269696;10691280;8699017;0;237584;31;3171700416;0;103057808;8835;1395000;294,999;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;15188;520;884711;0;34488;109641172;99845912;20379400;15028914;0;407588;62;5816090112;0;226724112;16678;3100000;517,149;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;5;TJSJ;SAN JUAN;;;PORTO RICO;AMÉRICA CENTRAL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;1197144;1192028;230220;144910;0;5116;1;37628180;0;0;234;45000;6,517;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;6;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7550;399;253621;0;5755;72835740;64509300;11500380;8037383;0;255564;31;2183860340;0;47699784;8835;1395000;311,349;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;6;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;0;0;0;636975;614625;100575;80600;0;2235;1;25215270;0;69285;285;45000;3,683;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;6;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7290;196;269873;0;5599;63342960;53762960;10001520;6863168;0;222256;29;1981841424;0;42673152;8265;1305000;276,351;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;6;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7483;218;226334;0;14250;54810720;50263311;9067950;6139686;0;201510;30;1520285474;0;95717250;8160;1350000;244,583;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;6;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;288;10;8812;0;0;1998496;1893312;361570;228328;0;6574;1;57930088;0;0;304;55000;8,6;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;6;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;14489;583;551341;0;4544;104566044;95250686;19426170;12226920;0;387866;59;3624515770;0;29872256;15906;2955000;485,45;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;6;KPHL;PHILADELPHIA, PENNSYLVANIA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;0;0;0;43035;42884;6795;5053;0;151;1;1194259;0;0;285;45000;1,3;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;6;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;7764;211;337751;0;4393;54898041;52150788;9067950;6991736;0;201510;30;2268673452;0;29507781;8173;1350000;255,013;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;175;29;8251;0;198;2349540;1442700;370980;199496;0;8244;1;68021248;0;1632312;285;45000;10,3;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6940;319;241039;0;3090;65787120;57213360;10387440;7161786;0;230832;28;1987125516;0;25473960;7980;1260000;288,865;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;7695;179;268426;0;11071;63342960;56797904;10001520;7193246;0;222256;29;1996602288;0;84848144;8265;1305000;271,618;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;14697;435;687390;1883;23312;106104360;96618078;19722000;13367749;0;394440;60;4518901864;12378842;153253088;16140;3000000;499,601;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KPHL;PHILADELPHIA, PENNSYLVANIA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;0;0;0;2179110;2171464;344070;255903;0;7646;1;60472216;0;0;285;45000;10,217;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;7;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;2399415;1877437;378855;216410;0;8419;1;46279244;0;1161822;285;45000;10,383;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;7;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;8152;284;255641;0;1164;70486200;65366676;11129400;7953630;0;247320;30;2062187128;0;8458344;8550;1350000;299,252;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;7;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;8102;113;249826;0;5119;65527200;62093728;10346400;7542317;0;229920;30;1914666464;0;39232016;8550;1350000;282,882;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;7;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7844;197;196367;0;13827;56852688;52688148;9437385;6153794;0;208227;31;1318997133;0;92875959;8464;1405000;255,917;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;7;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;15964;374;519535;0;5811;109641172;104947336;20379400;12898857;0;407588;62;3415423074;0;38201514;16678;3100000;515,432;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;7;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;0;0;0;1054544;961496;174465;92730;0;3877;1;6195446;0;0;272;45000;5,083;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;7;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;8029;250;303464;0;3787;55025664;52264977;9135120;6756905;0;201510;30;2027633899;0;25437279;8192;1360000;252,483;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;7;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;774384;706056;128115;68094;0;2847;1;4549506;0;0;272;45000;4,667;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;7;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;96045;75151;15165;8662;0;337;1;1852489;0;46506;285;45000;1,2;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;7;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;8087;259;339197;0;3490;72835740;66669228;11500380;8825327;0;255564;31;2796340092;0;28771560;8835;1395000;317,48;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;7;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;7403;195;291502;0;11754;63342960;56736592;10001520;7430434;0;222256;29;2234071328;0;90082656;8265;1305000;273,117;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;7;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;24;27;13532;0;2159;1538316;157776;295830;117352;0;6574;1;88959368;0;14193266;234;45000;8,133;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;7;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;15317;399;812589;171;21942;108102856;100693958;20083570;14548632;0;401014;61;5341960096;1124154;144246708;16444;3055000;504,299;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;8;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7325;328;242406;0;5034;72835740;60387300;11500380;7474738;0;255564;31;1998395084;0;41500296;8835;1395000;312,353;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;8;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6655;170;237440;0;6148;67611808;51003920;10691280;6457198;0;237584;31;1819740160;0;47118272;8822;1395000;292,297;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;8;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7730;225;200936;0;13488;56637744;51922410;9370215;6113290;0;208227;31;1349687112;0;90598896;8432;1395000;255,417;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;8;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;14293;537;434841;0;6131;109641172;93962182;20379400;11355517;0;407588;62;2858644752;0;40305194;16678;3100000;509,301;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;8039;242;129855;0;3439;56637744;53997963;9370215;5755137;0;208227;31;872236036;0;23099763;8432;1395000;259,917;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;8019;255;235350;0;6746;72835740;66108636;11500380;7945602;0;255564;31;1940225384;0;55614024;8835;1395000;313,084;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;8127;165;207316;0;5565;67611808;62285328;10691280;7237184;0;237584;31;1588869824;0;42650160;8822;1395000;290,385;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;15766;537;699261;0;26991;109641172;103645684;20379400;14102460;0;407588;62;4596941766;0;177438834;16678;3100000;506,566;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;9;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;117;6;9377;0;0;1929096;964548;370980;164113;0;8244;1;77303984;0;0;234;45000;10,55;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;9;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6565;403;229911;0;802;68136660;54121860;10840860;6772952;0;239076;29;1895386280;0;6611688;8265;1315000;299,197;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;9;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6777;180;226551;0;7028;65527200;51938928;10346400;6464638;0;229920;30;1736286864;0;53862592;8550;1350000;286,666;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;9;KLAX;LOS ANGELES, CALIFORNIA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;170;0;0;0;0;3015376;1686230;545545;151760;0;9919;1;0;0;0;304;55000;11,817;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;9;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7509;217;194834;0;11537;55502571;50437953;9202290;5925595;0;201510;30;1308699970;0;77494029;8263;1370000;249,883;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;9;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;13776;582;424208;0;3304;106104360;90563424;19722000;10961144;0;394440;60;2788743392;0;21720496;16140;3000000;502,568;0
