EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCJ;PARAUAPEBAS;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3809;12;2825;159;0;7700448;7112765;763801;610649;177724;47473;29;4624525;260283;0;4704;466596;72,3667;38846
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;890;14;1528;10;0;1020276;752940;101428;61512;27729;7614;9;1292688;8460;0;1206;119897;13,7833;4435
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7421;101;13242;184;0;6986268;6278166;669188;534507;204639;52452;62;11202732;155664;0;8258;791040;99,45;62030
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7133;15;31644;71;0;10542720;9700880;1012390;862258;266755;73440;54;43035840;96560;0;7752;744424;120,383;67412
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1862;14;4050;205;0;6522691;5159248;576886;454351;143894;43163;17;10282950;520495;0;2569;227213;61,55;20532
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4806;22;36307;114;0;20718240;16363855;1899180;1505717;450550;119333;47;92183473;289446;0;8160;748012;169,267;56340
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2132;28;2;0;0;3008016;2699112;275113;219446;74654;17724;14;2532;0;0;2376;217316;29,0167;13442
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6936;55;4967;128;0;7942848;6998424;722927;591169;211725;58522;58;5011703;129152;0;7872;716510;104,567;60757
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9423;58;33637;609;0;18494532;17507934;1685553;1497304;407774;107764;58;62497546;1131522;0;9954;907203;157,1;65524
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1613;29;6392;1;0;1119304;583906;105957;47724;39524;8326;23;2313904;362;0;3092;292728;21,55;4503
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7686;110;14617;358;0;3621448;2782332;336541;230513;150814;28236;78;5291354;129596;0;10004;929788;76,6833;45807
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;651;2;3587;0;0;879273;421197;88581;36318;23471;5176;8;2320789;0;0;1359;136916;9,68333;3726
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;10781;72;41841;190;0;7959394;6975307;739798;602403;263649;60171;93;27071127;122930;0;12302;1143501;127,167;80733
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2645;496;1;0;0;0;0;0;1,38333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;299;4;4;0;0;153760;148304;17237;12195;5176;992;2;1984;0;0;310;34754;2,56667;2160
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;14131;229;25346;248;0;7776288;7008976;743520;604521;284627;58032;117;12571616;123008;0;15678;1499151;147,75;133745
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGV;GOVERNADOR VALADARES;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2404;36;5532;1274;0;835744;538496;74677;48452;31996;12096;54;1239168;285376;0;3731;333505;48,9;30580
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1179;3;1516;0;0;916776;883071;86226;73679;25594;6741;9;1135484;0;0;1224;115128;13,3;8433
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4506;15;7516;41;0;3574228;3374994;332242;282396;102446;29211;39;5629484;30709;0;4772;443606;62,6333;31593
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBIP;SANTANA DO PARAÍSO;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;421;156;1;0;0;0;0;0;0,866667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBIP;SANTANA DO PARAÍSO;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4555;80;6024;3509;0;1141452;710580;111436;61354;48037;16536;106;939744;547404;0;7317;714667;78,8167;45959
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBIZ;IMPERATRIZ;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1989;6;4800;72;0;3888144;3206268;341616;276196;91833;29016;18;7737600;116064;0;2412;211927;44,05;17367
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2283;6;0;3;0;4651200;4337700;418770;347327;103575;34200;18;0;5700;0;2448;220410;50,1167;11583
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8285;86;13561;148;0;14914305;14043075;1370487;1168734;332015;89835;53;22985895;250860;0;8799;808563;133,15;54598
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKG;CAMPINA GRANDE;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1385;2;3032;1;0;2655264;2253395;284428;196087;59433;19524;12;4933064;1627;0;1632;174820;29,6333;13617
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;16409;2495;5;0;0;0;0;0;6,63333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;402;22;0;701;0;430138;200598;39222;16227;15009;3493;7;0;349799;0;862;78607;9,2;2378
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;22956;699;35057;9305;0;14111720;11455044;1355146;969167;499976;99800;200;17493443;4643195;0;28280;2715930;242,95;185671
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMA;MARABÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2144;4;2299;6;0;4568958;3604064;404901;311683;108323;30258;18;3864619;10086;0;2718;240874;45,6;22321
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMK;MONTES CLAROS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4787;68;7564;309;0;2007850;1555775;184869;131166;75667;28600;88;2458300;100425;0;6178;568954;107,35;37131
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;4603;1427;1;0;0;0;0;0;2,21667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;162;0;0;0;0;248298;231174;28037;17606;5533;1427;1;0;0;0;174;19648;2,23333;188
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;11891;106;15193;236;0;18312691;16968457;2025264;1405336;394489;107025;75;21680411;336772;0;12833;1419271;162,033;77825
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBNF;NAVEGANTES;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1008;2;4;0;0;1019456;944496;94767;77955;28170;7496;8;3748;0;0;1088;101143;13,9833;7596
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;10580;144;15405;1272;0;16860198;14409960;1813509;1207364;405291;104874;77;20981610;1732464;0;12379;1331535;171,217;77587
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1521;3;0;0;0;1933440;1733940;179955;146548;55031;14820;13;0;0;0;1696;157860;25,2167;14483
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;254;0;0;0;0;341088;159258;30918;13168;9508;3135;5;0;0;0;544;49314;7,28333;1954
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;18018;107;12871;353;0;12244056;11331144;1174519;925667;347242;77748;124;8070117;221331;0;19528;1873339;157,3;107737
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1905;5;0;0;0;5041344;4693920;500728;399776;113389;29568;12;0;0;0;2046;203220;41,2833;19374
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRB;RIO BRANCO;AC;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2481;5;5458;0;0;8121444;6917028;723167;618690;180649;47396;17;15216904;0;0;2913;259388;65,0667;30382
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;27803;6432;4;0;0;0;0;0;11,3;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;5388;37;10;12;0;9246000;8663904;986105;706137;205273;67536;42;16080;19296;0;5750;613262;103,083;35044
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;25926;343;40078;1229;0;47307360;41689008;5169932;3470724;1006669;274968;171;64445424;1976232;0;29420;3215193;409,35;173935
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2100;375;1;0;0;0;0;0;1,01667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17641;331;15602;367;0;8898000;6615375;848993;536853;368982;67500;180;5850750;137625;0;23728;2264185;190,15;93127
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1903;13;5948;151;0;943890;820193;88840;69765;33133;13361;31;2563588;65081;0;2190;206166;43,5333;13239
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9367;77;16759;25;0;17836200;16860600;1599258;1402081;384892;102600;57;30166200;45000;0;9909;888489;148,05;59662
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;70;0;0;0;0;;;;;;;;;;;;;;803
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4071;22;26378;60;0;9560275;7714545;954608;697427;204721;58745;31;49986310;113700;0;5045;503760;84,1333;36341
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;23036;479;15219;927;0;13958312;12070864;1325864;974967;642827;108468;207;7974756;485748;0;26638;2530468;288,533;117907
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2766;582;1;0;0;0;0;0;1,16667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1359;22;3834;78;0;1074372;790938;88594;67255;35627;15132;26;2231388;45396;0;1846;152242;46,5167;9823
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1845;960;1;0;0;0;0;0;2,45;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1611;18;3683;0;0;1953600;1546560;210988;129074;47762;13440;14;3535680;0;0;2035;219788;23;9949
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;15420;163;45197;465;0;15738240;14303040;1681553;1216909;390965;101760;106;43389120;446400;0;16394;1751667;181,3;108981
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBTC;UNA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;618;0;0;0;0;494160;438780;49816;38130;13107;2840;4;0;0;0;696;70167;5,48333;7356
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3775;24;15967;12;0;7595448;6130600;671533;539985;174552;50344;31;25930408;19488;0;4677;413515;76,8833;33420
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7064;46;9138;512;0;3677400;3207056;336559;268350;130099;51302;113;4148652;232448;0;8100;741445;167,767;52276
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBUR;UBERABA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1628;9;3391;81;0;910822;680504;83132;57033;32636;12540;30;1417438;33858;0;2179;198913;40,6;10985
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVC;VITÓRIA DA CONQUISTA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2745;35;15171;49;0;2660504;1780662;243368;155599;85832;24063;39;9360507;30233;0;4312;394468;58,7833;19234
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;937;22;8650;140;0;1155616;367304;106723;32161;42801;9016;23;3390800;54880;0;2948;272290;21,8833;3145
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9225;205;24234;393;0;4503296;3616200;414278;306518;188271;35280;90;9499728;154056;0;11488;1056954;89,9667;65944
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNBR;BARREIRAS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1307;7;3959;32;0;1768140;1247850;147305;105765;52321;25380;30;3349314;27072;0;2090;174137;70,3667;9383
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNGI;GUANAMBI;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;651;4;0;281;0;680680;531608;50639;43202;23328;10472;17;0;173096;0;1105;82220;31,5167;3950
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;TNCC;WILLEMSTAD;;;CURAÇAO;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;170;0;0;0;0;;;;;;;;;;;;;;1970
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;TNCC;WILLEMSTAD;;;CURAÇAO;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;1639;20;0;0;0;;;;;;;;;;;;;;17021
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2026;1;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;120;5;0;0;0;0;0;0;0;2876;0;1;0;0;0;136;14159;0,2;670
